gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,major_group,average_score,performance_category,sains_score,sosial_score,bahasa_score,gender_Female,gender_Male,career_encoded,major_group_encoded
Female,0,0.1,0,0.32,Teacher,0.31914893617021267,0.6600000000000001,0.48,0.74,0.546875,0.7346938775510203,0.5500000000000003,Sosial & Hukum,0.528918918918919,Sedang,0.4736842105263157,0.6179775280898876,0.7346938775510203,1,0,15,3
Female,0,1.0,0,0.04,Business Owner,0.2978723404255319,0.6400000000000001,0.6200000000000001,0.6600000000000001,0.328125,0.18367346938775508,0.7749999999999999,Bisnis & Keuangan,0.4094594594594596,Rendah,0.4035087719298245,0.7078651685393258,0.18367346938775508,1,0,3,0
Male,0,0.4,1,0.2,Banker,0.8297872340425532,0.30000000000000004,0.6200000000000001,0.5800000000000001,0.75,0.7142857142857142,0.3500000000000001,Bisnis & Keuangan,0.5637837837837838,Sedang,0.6842105263157894,0.3258426966292136,0.7142857142857142,0,1,2,0
Female,0,0.30000000000000004,1,0.42,Writer,0.34042553191489366,0.54,0.6400000000000001,0.8600000000000001,0.875,0.8163265306122447,0.27500000000000013,Seni & Kreatif,0.6178378378378377,Sedang,0.6842105263157894,0.4269662921348316,0.8163265306122447,1,0,16,2
Male,1,0.1,0,0.6,Software Engineer,0.8297872340425532,0.96,0.21999999999999997,0.98,0.640625,0.4489795918367345,0.375,Teknologi,0.6178378378378377,Sedang,0.6432748538011694,0.7078651685393258,0.4489795918367345,0,1,13,5
Female,0,0.6000000000000001,0,0.48,Accountant,0.7872340425531914,0.28,0.8,0.5,0.4375,0.9387755102040816,0.27500000000000013,Bisnis & Keuangan,0.525135135135135,Rendah,0.5847953216374269,0.2808988764044944,0.9387755102040816,1,0,0,0
Male,1,0.1,0,0.66,Stock Investor,0.8085106382978724,0.8400000000000001,0.45999999999999996,0.94,0.390625,0.26530612244897944,0.27500000000000013,Bisnis & Keuangan,0.5175675675675679,Rendah,0.6023391812865495,0.5955056179775282,0.26530612244897944,0,1,14,0
Female,0,0.5,0,0.06,Artist,0.25531914893617014,0.3400000000000001,0.8200000000000001,0.6200000000000001,0.953125,0.9999999999999998,0.375,Seni & Kreatif,0.6216216216216217,Sedang,0.672514619883041,0.3595505617977528,0.9999999999999998,1,0,1,2
Female,0,0.2,0,0.68,Software Engineer,0.9574468085106385,0.6000000000000001,0.40000000000000013,0.19999999999999996,0.8125,0.30612244897959173,0.8000000000000003,Teknologi,0.5367567567567566,Sedang,0.567251461988304,0.696629213483146,0.30612244897959173,1,0,13,5
Female,0,0.6000000000000001,1,0.04,Business Owner,0.36170212765957444,0.78,0.56,0.74,0.796875,0.2448979591836733,0.625,Bisnis & Keuangan,0.5559459459459457,Sedang,0.6023391812865495,0.7191011235955056,0.2448979591836733,1,0,3,0
Female,0,0.2,0,0.34,Software Engineer,0.9361702127659575,0.94,0.8,0.3800000000000001,0.609375,0.36734693877551017,0.25,Teknologi,0.587027027027027,Sedang,0.6549707602339181,0.6404494382022472,0.36734693877551017,1,0,13,5
Male,0,0.1,0,0.36,Accountant,0.574468085106383,0.41999999999999993,0.78,0.6200000000000001,0.609375,0.6326530612244896,0.07500000000000018,Bisnis & Keuangan,0.4864864864864866,Rendah,0.6198830409356724,0.2696629213483146,0.6326530612244896,0,1,0,0
Male,0,0.2,0,0.32,Writer,0.36170212765957444,0.5,0.5800000000000001,0.54,0.453125,0.857142857142857,0.4500000000000002,Seni & Kreatif,0.47108108108108104,Rendah,0.42105263157894735,0.4831460674157304,0.857142857142857,0,1,16,2
Male,0,0.30000000000000004,1,0.42,Doctor,0.9148936170212765,0.5800000000000001,0.8400000000000001,0.7,0.921875,0.3877551020408161,0.125,Sains & Kesehatan,0.6448648648648649,Sedang,0.871345029239766,0.3820224719101124,0.3877551020408161,0,1,6,1
Male,0,0.1,0,0.48,Software Engineer,0.978723404255319,0.24,0.30000000000000004,0.3400000000000001,0.953125,0.46938775510204067,0.9000000000000004,Teknologi,0.5599999999999998,Sedang,0.6374269005847952,0.5393258426966292,0.46938775510204067,0,1,13,5
Female,0,0.30000000000000004,1,0.54,Social Network Studies,0.4893617021276595,0.43999999999999995,0.94,0.30000000000000004,0.796875,0.8775510204081631,0.6000000000000001,Sosial & Hukum,0.6178378378378377,Sedang,0.6198830409356724,0.5168539325842696,0.8775510204081631,1,0,12,3
Female,1,0.4,1,0.48,Stock Investor,0.7021276595744681,0.3600000000000001,0.96,0.74,0.390625,0.5714285714285712,0.9000000000000004,Bisnis & Keuangan,0.6178378378378377,Sedang,0.6608187134502923,0.606741573033708,0.5714285714285712,1,0,14,0
Male,0,0.5,0,0.54,Construction Engineer,0.9574468085106385,1.0,1.0,0.6200000000000001,0.578125,0.510204081632653,0.9750000000000001,Teknik & Konstruksi,0.8186486486486488,Tinggi,0.7777777777777777,1.0,0.510204081632653,0,1,4,4
Male,0,0.30000000000000004,0,0.28,Government Officer,0.7446808510638299,0.48,0.76,0.8400000000000001,0.734375,0.4285714285714284,0.7250000000000001,Sosial & Hukum,0.6602702702702701,Tinggi,0.7719298245614032,0.5955056179775282,0.4285714285714284,0,1,8,3
Male,0,0.8,0,0.6,Software Engineer,0.7659574468085106,0.30000000000000004,0.41999999999999993,0.9199999999999999,0.453125,0.26530612244897944,1.0,Teknologi,0.5213513513513515,Rendah,0.5964912280701753,0.6179775280898876,0.26530612244897944,0,1,13,5
Female,0,0.1,0,0.48,Lawyer,0.7446808510638299,1.0,0.78,0.74,0.625,0.7959183673469385,0.625,Sosial & Hukum,0.7721621621621619,Tinggi,0.7076023391812865,0.8426966292134832,0.7959183673469385,1,0,9,3
Female,0,0.4,0,0.0,Business Owner,0.5319148936170213,0.45999999999999996,0.78,0.72,0.515625,0.693877551020408,0.9250000000000003,Bisnis & Keuangan,0.6256756756756758,Sedang,0.6023391812865495,0.6741573033707866,0.693877551020408,1,0,3,0
Male,0,0.30000000000000004,0,0.7000000000000001,Doctor,0.7234042553191489,0.7,0.9199999999999999,0.96,0.8125,0.9999999999999998,0.8000000000000003,Sains & Kesehatan,0.8918918918918919,Tinggi,0.8771929824561404,0.752808988764045,0.9999999999999998,0,1,6,1
Female,0,0.2,0,0.42,Software Engineer,0.7872340425531914,0.52,0.28,0.76,0.6875,0.510204081632653,0.25,Teknologi,0.4981081081081078,Rendah,0.6023391812865495,0.404494382022472,0.510204081632653,1,0,13,5
Male,1,0.1,0,0.3,Accountant,0.7446808510638299,0.3400000000000001,0.8,0.78,0.203125,0.7142857142857142,0.07500000000000018,Bisnis & Keuangan,0.45189189189189194,Rendah,0.567251461988304,0.2247191011235956,0.7142857142857142,0,1,0,0
Female,0,0.1,0,0.1,Game Developer,0.978723404255319,0.43999999999999995,0.8,0.6600000000000001,0.84375,0.9999999999999998,0.9250000000000003,Teknologi,0.834054054054054,Tinggi,0.8362573099415203,0.6629213483146068,0.9999999999999998,1,0,7,5
Male,1,1.0,0,0.06,Business Owner,0.0,0.98,0.6799999999999999,0.26,0.875,0.4489795918367345,0.5249999999999999,Bisnis & Keuangan,0.5018918918918918,Rendah,0.42690058479532156,0.7865168539325844,0.4489795918367345,0,1,3,0
Female,0,0.4,0,0.16,Government Officer,0.9574468085106385,0.8,0.40000000000000013,0.94,0.515625,0.5918367346938773,0.3500000000000001,Sosial & Hukum,0.6294594594594598,Sedang,0.672514619883041,0.606741573033708,0.5918367346938773,1,0,8,3
Female,0,0.0,0,0.02,Game Developer,0.8085106382978724,0.32000000000000006,0.8200000000000001,0.24,0.71875,0.3877551020408161,0.050000000000000044,Teknologi,0.4208108108108106,Rendah,0.6257309941520468,0.202247191011236,0.3877551020408161,1,0,7,5
Female,1,0.9,1,0.1,Business Owner,0.31914893617021267,0.43999999999999995,0.8400000000000001,0.020000000000000018,0.9375,0.7755102040816324,0.5249999999999999,Bisnis & Keuangan,0.5175675675675679,Rendah,0.5146198830409356,0.4831460674157304,0.7755102040816324,1,0,3,0
Female,1,0.1,1,0.52,Banker,0.553191489361702,1.0,0.5800000000000001,0.19999999999999996,1.0,0.693877551020408,0.8250000000000002,Bisnis & Keuangan,0.6989189189189189,Tinggi,0.5789473684210527,0.9325842696629212,0.693877551020408,1,0,2,0
Female,0,0.2,0,0.48,Banker,0.5106382978723405,0.32000000000000006,0.21999999999999997,0.96,0.84375,0.9183673469387754,0.3250000000000002,Bisnis & Keuangan,0.5637837837837838,Sedang,0.6257309941520468,0.3258426966292136,0.9183673469387754,1,0,2,0
Female,0,0.5,0,0.48,Banker,0.7659574468085106,1.0,0.8,0.6200000000000001,0.78125,0.6122448979591835,0.8000000000000003,Bisnis & Keuangan,0.7878378378378381,Tinggi,0.742690058479532,0.9213483146067416,0.6122448979591835,1,0,2,0
Male,1,0.0,1,0.18,Real Estate Developer,0.8723404255319149,0.3800000000000001,0.6000000000000001,0.32000000000000006,0.40625,0.22448979591836715,0.7000000000000002,Bisnis & Keuangan,0.4094594594594596,Rendah,0.48538011695906436,0.5280898876404494,0.22448979591836715,0,1,10,0
Male,0,0.2,0,0.06,Artist,0.574468085106383,0.7,0.7,0.19999999999999996,0.640625,0.8163265306122447,0.5249999999999999,Seni & Kreatif,0.5559459459459457,Sedang,0.48538011695906436,0.6292134831460674,0.8163265306122447,0,1,1,2
Male,0,0.2,0,0.02,Artist,0.553191489361702,0.76,0.94,0.8800000000000001,0.828125,0.6530612244897958,0.9250000000000003,Seni & Kreatif,0.8186486486486488,Tinggi,0.8187134502923974,0.8426966292134832,0.6530612244897958,0,1,1,2
Female,0,0.2,0,0.3,Banker,0.8297872340425532,0.30000000000000004,0.76,0.56,0.484375,0.9183673469387754,0.9000000000000004,Bisnis & Keuangan,0.6448648648648649,Sedang,0.6198830409356724,0.5730337078651686,0.9183673469387754,1,0,2,0
Female,0,0.5,0,0.64,Banker,0.6808510638297873,0.24,0.8400000000000001,0.78,0.875,0.510204081632653,0.4500000000000002,Bisnis & Keuangan,0.6140540540540542,Sedang,0.8128654970760234,0.3370786516853932,0.510204081632653,1,0,2,0
Female,0,0.30000000000000004,0,0.52,Accountant,0.46808510638297873,0.6600000000000001,0.32000000000000006,0.40000000000000013,0.328125,0.5510204081632653,0.9000000000000004,Bisnis & Keuangan,0.42486486486486474,Rendah,0.2865497076023391,0.7752808988764044,0.5510204081632653,1,0,0,0
Male,0,0.5,1,0.64,Software Engineer,0.7446808510638299,0.30000000000000004,0.5,0.45999999999999996,0.46875,0.9795918367346936,0.5249999999999999,Teknologi,0.5097297297297299,Rendah,0.48538011695906436,0.404494382022472,0.9795918367346936,0,1,13,5
Male,0,0.0,0,0.7000000000000001,Banker,0.8510638297872339,0.78,0.76,0.72,0.765625,0.7959183673469385,0.875,Bisnis & Keuangan,0.8148648648648649,Tinggi,0.7777777777777777,0.8314606741573032,0.7959183673469385,0,1,2,0
Male,0,0.30000000000000004,0,0.04,Game Developer,0.7021276595744681,0.8600000000000001,0.8200000000000001,0.28,0.515625,0.4285714285714284,0.10000000000000009,Teknologi,0.47891891891891913,Rendah,0.5321637426900585,0.5280898876404494,0.4285714285714284,0,1,7,5
Male,0,0.1,0,0.26,Government Officer,0.1914893617021276,0.8200000000000001,0.8400000000000001,0.21999999999999997,0.765625,0.9795918367346936,0.30000000000000004,Sosial & Hukum,0.5675675675675678,Sedang,0.4736842105263157,0.5955056179775282,0.9795918367346936,0,1,8,3
Female,1,0.2,1,0.4,Stock Investor,0.6170212765957446,0.48,0.6000000000000001,0.19999999999999996,0.9375,0.5306122448979591,0.9750000000000001,Bisnis & Keuangan,0.590810810810811,Sedang,0.5789473684210527,0.7078651685393258,0.5306122448979591,1,0,14,0
Female,0,0.5,0,0.1,Artist,0.6382978723404256,0.8800000000000001,0.54,0.94,0.65625,0.204081632653061,0.625,Seni & Kreatif,0.6178378378378377,Sedang,0.6783625730994152,0.7752808988764044,0.204081632653061,1,0,1,2
Male,0,0.1,0,0.1,Real Estate Developer,0.9574468085106385,0.5,0.24,0.28,0.5,0.6122448979591835,0.4750000000000001,Bisnis & Keuangan,0.43243243243243223,Rendah,0.42690058479532156,0.4943820224719102,0.6122448979591835,0,1,10,0
Female,0,0.2,0,0.68,Banker,0.6595744680851063,0.48,0.8,0.98,0.84375,0.857142857142857,0.30000000000000004,Bisnis & Keuangan,0.7221621621621621,Tinggi,0.8421052631578947,0.404494382022472,0.857142857142857,1,0,2,0
Female,0,0.6000000000000001,0,0.68,Writer,0.8085106382978724,0.5,0.6400000000000001,0.3600000000000001,0.8125,0.9795918367346936,0.7000000000000002,Seni & Kreatif,0.6797297297297298,Tinggi,0.6432748538011694,0.5955056179775282,0.9795918367346936,1,0,16,2
Male,0,0.2,0,0.42,Construction Engineer,0.6382978723404256,0.6200000000000001,0.9199999999999999,0.24,0.46875,0.8163265306122447,0.7749999999999999,Teknik & Konstruksi,0.5986486486486486,Sedang,0.5146198830409356,0.696629213483146,0.8163265306122447,0,1,4,4
Female,0,0.4,0,0.54,Accountant,0.6382978723404256,0.26,0.6799999999999999,0.6400000000000001,0.65625,0.204081632653061,0.27500000000000013,Bisnis & Keuangan,0.4132432432432436,Rendah,0.631578947368421,0.2696629213483146,0.204081632653061,1,0,0,0
Male,0,0.0,0,0.62,Software Engineer,0.7872340425531914,0.43999999999999995,0.24,0.6799999999999999,0.59375,0.510204081632653,1.0,Teknologi,0.5521621621621622,Sedang,0.5321637426900585,0.696629213483146,0.510204081632653,0,1,13,5
Male,0,0.4,0,0.62,Lawyer,0.5957446808510638,0.8400000000000001,0.94,0.45999999999999996,0.84375,0.8163265306122447,0.0,Sosial & Hukum,0.652702702702703,Tinggi,0.7134502923976607,0.4719101123595506,0.8163265306122447,0,1,9,3
Female,1,0.30000000000000004,0,0.24,Teacher,0.7659574468085106,0.3400000000000001,0.74,0.21999999999999997,0.859375,0.6122448979591835,0.40000000000000013,Sosial & Hukum,0.528918918918919,Sedang,0.6374269005847952,0.3707865168539326,0.6122448979591835,1,0,15,3
Male,0,0.2,0,0.26,Construction Engineer,0.9361702127659575,0.30000000000000004,0.9199999999999999,0.8400000000000001,0.859375,0.3265306122448979,0.3500000000000001,Teknik & Konstruksi,0.6448648648648649,Sedang,0.9181286549707601,0.3258426966292136,0.3265306122448979,0,1,4,4
Male,0,0.30000000000000004,0,0.56,Accountant,0.9361702127659575,0.76,0.76,0.5800000000000001,1.0,0.4897959183673468,0.5750000000000002,Bisnis & Keuangan,0.7529729729729728,Tinggi,0.8479532163742691,0.6853932584269664,0.4897959183673468,0,1,0,0
Male,0,0.5,0,0.54,Software Engineer,1.0,0.78,0.96,0.6200000000000001,0.65625,0.8367346938775508,0.6750000000000003,Teknologi,0.8108108108108107,Tinggi,0.807017543859649,0.7415730337078652,0.8367346938775508,0,1,13,5
Female,1,0.30000000000000004,0,0.08,Game Developer,0.9574468085106385,0.26,0.6400000000000001,0.21999999999999997,0.671875,0.40816326530612224,0.6499999999999999,Teknologi,0.48270270270270266,Rendah,0.5906432748538011,0.4382022471910112,0.40816326530612224,1,0,7,5
Male,0,0.2,0,0.66,Software Engineer,0.9361702127659575,0.96,0.6600000000000001,0.74,0.375,0.5714285714285712,0.25,Teknologi,0.6140540540540542,Sedang,0.631578947368421,0.651685393258427,0.5714285714285712,0,1,13,5
Female,0,0.4,0,0.36,Accountant,0.5319148936170213,0.6000000000000001,0.45999999999999996,0.8200000000000001,0.0,0.46938775510204067,0.0,Bisnis & Keuangan,0.29729729729729737,Rendah,0.3450292397660819,0.3370786516853932,0.46938775510204067,1,0,0,0
Female,0,0.0,0,0.58,Lawyer,1.0,0.8400000000000001,0.3400000000000001,0.78,0.84375,0.6734693877551019,0.7250000000000001,Sosial & Hukum,0.7567567567567568,Tinggi,0.742690058479532,0.797752808988764,0.6734693877551019,1,0,9,3
Female,0,0.1,0,0.26,Writer,0.8297872340425532,0.54,0.78,0.94,0.390625,0.8775510204081631,0.5500000000000003,Seni & Kreatif,0.6835135135135137,Tinggi,0.7017543859649122,0.550561797752809,0.8775510204081631,1,0,16,2
Male,0,0.4,0,0.1,Game Developer,0.5957446808510638,0.9000000000000001,0.6799999999999999,0.7,0.71875,0.2448979591836733,0.07500000000000018,Teknologi,0.5329729729729731,Sedang,0.6608187134502923,0.5393258426966292,0.2448979591836733,0,1,7,5
Female,0,0.6000000000000001,0,0.3,Software Engineer,0.9574468085106385,0.3400000000000001,0.48,0.8800000000000001,0.90625,0.9387755102040816,0.625,Teknologi,0.7491891891891893,Tinggi,0.8245614035087718,0.4719101123595506,0.9387755102040816,1,0,13,5
Male,0,0.2,0,0.04,Social Network Studies,0.1914893617021276,0.48,0.96,0.94,0.5625,0.4489795918367345,0.875,Sosial & Hukum,0.6024324324324326,Sedang,0.6432748538011694,0.6629213483146068,0.4489795918367345,0,1,12,3
Female,0,0.30000000000000004,0,0.54,Accountant,0.8936170212765959,0.76,0.7,0.72,0.625,0.5714285714285712,0.5249999999999999,Bisnis & Keuangan,0.6756756756756757,Tinggi,0.7192982456140351,0.6629213483146068,0.5714285714285712,1,0,0,0
Male,0,0.1,0,0.44,Banker,0.7234042553191489,0.8,0.6000000000000001,0.76,0.546875,0.9183673469387754,0.5249999999999999,Bisnis & Keuangan,0.6872972972972973,Tinggi,0.6257309941520468,0.6853932584269664,0.9183673469387754,0,1,2,0
Female,0,0.5,1,0.48,Accountant,0.6808510638297873,0.7,0.3400000000000001,0.8200000000000001,0.609375,0.8775510204081631,0.5249999999999999,Bisnis & Keuangan,0.6294594594594598,Sedang,0.5789473684210527,0.6292134831460674,0.8775510204081631,1,0,0,0
Female,0,0.6000000000000001,0,0.54,Banker,0.9148936170212765,0.43999999999999995,0.32000000000000006,0.6000000000000001,0.5625,0.6734693877551019,0.9500000000000002,Bisnis & Keuangan,0.590810810810811,Sedang,0.5555555555555554,0.6741573033707866,0.6734693877551019,1,0,2,0
Female,0,0.2,0,0.5,Accountant,0.6382978723404256,0.26,0.32000000000000006,0.3400000000000001,0.375,0.204081632653061,0.025000000000000133,Bisnis & Keuangan,0.17756756756756742,Rendah,0.33333333333333326,0.1573033707865168,0.204081632653061,1,0,0,0
Male,0,0.30000000000000004,0,0.34,Construction Engineer,0.7659574468085106,0.8400000000000001,0.76,0.98,0.875,0.2448979591836733,0.27500000000000013,Teknik & Konstruksi,0.6910810810810808,Tinggi,0.871345029239766,0.5955056179775282,0.2448979591836733,0,1,4,4
Male,0,0.1,0,0.28,Construction Engineer,0.7872340425531914,0.45999999999999996,0.96,0.43999999999999995,0.515625,0.693877551020408,0.6499999999999999,Teknik & Konstruksi,0.6099999999999997,Sedang,0.6432748538011694,0.550561797752809,0.693877551020408,0,1,4,4
Female,0,0.5,0,0.28,Banker,0.978723404255319,0.43999999999999995,0.48,0.76,0.84375,0.6326530612244896,0.875,Bisnis & Keuangan,0.714324324324324,Tinggi,0.7719298245614032,0.6404494382022472,0.6326530612244896,1,0,2,0
Male,0,0.1,0,0.06,Government Officer,0.1914893617021276,0.3400000000000001,0.9199999999999999,0.3400000000000001,0.71875,0.30612244897959173,0.3250000000000002,Sosial & Hukum,0.3783783783783783,Rendah,0.5146198830409356,0.3370786516853932,0.30612244897959173,0,1,8,3
Female,0,0.7000000000000001,0,0.1,Business Owner,0.0,0.5800000000000001,0.5800000000000001,0.17999999999999994,0.390625,0.7551020408163263,0.125,Bisnis & Keuangan,0.26648648648648643,Rendah,0.1929824561403508,0.3820224719101124,0.7551020408163263,1,0,3,0
Female,0,1.0,1,0.04,Business Owner,0.0,0.040000000000000036,0.74,0.6000000000000001,0.625,0.46938775510204067,0.40000000000000013,Bisnis & Keuangan,0.3205405405405406,Rendah,0.45029239766081863,0.202247191011236,0.46938775510204067,1,0,3,0
Male,0,0.30000000000000004,0,0.08,Game Developer,0.8297872340425532,0.26,1.0,0.94,0.859375,0.7551020408163263,0.20000000000000018,Teknologi,0.7105405405405409,Tinggi,0.9415204678362574,0.2359550561797754,0.7551020408163263,0,1,7,5
Female,0,1.0,0,0.66,Lawyer,0.8723404255319149,0.78,0.9199999999999999,0.96,0.390625,0.9183673469387754,0.17500000000000004,Sosial & Hukum,0.718108108108108,Tinggi,0.7602339181286548,0.5168539325842696,0.9183673469387754,1,0,9,3
Male,0,0.2,0,0.62,Banker,0.7659574468085106,0.98,0.78,0.41999999999999993,0.59375,0.8979591836734693,0.4500000000000002,Bisnis & Keuangan,0.6951351351351354,Tinggi,0.6081871345029239,0.752808988764045,0.8979591836734693,0,1,2,0
Male,0,0.1,0,0.32,Construction Engineer,0.7872340425531914,1.0,0.96,0.9000000000000001,0.953125,0.4897959183673468,0.07500000000000018,Teknik & Konstruksi,0.783783783783784,Tinggi,0.9415204678362574,0.5955056179775282,0.4897959183673468,0,1,4,4
Male,0,0.5,0,0.3,Social Network Studies,0.34042553191489366,0.6200000000000001,0.6600000000000001,0.3600000000000001,0.625,0.8163265306122447,0.875,Sosial & Hukum,0.5716216216216219,Sedang,0.45029239766081863,0.7415730337078652,0.8163265306122447,0,1,12,3
Female,0,0.7000000000000001,1,0.1,Business Owner,0.0,0.020000000000000018,0.3400000000000001,0.26,0.96875,0.08163265306122436,0.4750000000000001,Bisnis & Keuangan,0.19702702702702712,Rendah,0.36257309941520455,0.2247191011235956,0.08163265306122436,1,0,3,0
Male,1,1.0,0,0.06,Business Owner,0.0,0.8400000000000001,0.19999999999999996,0.08000000000000007,0.5,0.3877551020408161,0.40000000000000013,Bisnis & Keuangan,0.22405405405405432,Rendah,0.0935672514619883,0.651685393258427,0.3877551020408161,0,1,3,0
Female,0,0.8,0,0.08,Business Owner,0.6170212765957446,0.8200000000000001,0.3800000000000001,0.21999999999999997,0.671875,0.5306122448979591,0.5750000000000002,Bisnis & Keuangan,0.49054054054054075,Rendah,0.42105263157894735,0.7191011235955056,0.5306122448979591,1,0,3,0
Female,0,0.1,1,0.58,Accountant,0.6170212765957446,0.8600000000000001,0.3400000000000001,0.5800000000000001,0.75,0.8163265306122447,0.10000000000000009,Bisnis & Keuangan,0.5599999999999998,Sedang,0.5438596491228069,0.5280898876404494,0.8163265306122447,1,0,0,0
Male,0,0.7000000000000001,1,0.36,Social Network Studies,0.4893617021276595,0.6000000000000001,0.8600000000000001,0.48,0.578125,0.26530612244897944,0.5249999999999999,Sosial & Hukum,0.4864864864864866,Rendah,0.567251461988304,0.5730337078651686,0.26530612244897944,0,1,12,3
Female,0,0.2,0,0.32,Teacher,0.574468085106383,0.24,0.32000000000000006,0.76,0.609375,0.9795918367346936,0.20000000000000018,Sosial & Hukum,0.47486486486486457,Rendah,0.5263157894736841,0.2247191011235956,0.9795918367346936,1,0,15,3
Male,0,0.0,0,0.46,Software Engineer,0.7234042553191489,0.8,0.8400000000000001,0.24,0.9375,0.5510204081632653,0.5,Teknologi,0.6564864864864866,Tinggi,0.6900584795321636,0.6741573033707866,0.5510204081632653,0,1,13,5
Female,1,0.30000000000000004,0,0.56,Software Engineer,0.8085106382978724,0.96,0.19999999999999996,0.76,0.421875,0.5714285714285712,0.875,Teknologi,0.6140540540540542,Sedang,0.48538011695906436,0.9325842696629212,0.5714285714285712,1,0,13,5
Female,0,0.7000000000000001,0,0.62,Lawyer,1.0,0.8800000000000001,0.8800000000000001,0.74,0.453125,0.6734693877551019,0.875,Sosial & Hukum,0.7878378378378381,Tinggi,0.742690058479532,0.8876404494382024,0.6734693877551019,1,0,9,3
Female,0,0.9,0,0.1,Business Owner,0.06382978723404253,0.19999999999999996,0.76,0.9199999999999999,0.328125,0.36734693877551017,0.40000000000000013,Bisnis & Keuangan,0.33594594594594573,Rendah,0.45614035087719285,0.2921348314606742,0.36734693877551017,1,0,3,0
Male,0,0.2,0,0.12,Stock Investor,0.6595744680851063,0.72,0.9199999999999999,0.9000000000000001,0.609375,0.22448979591836715,0.9750000000000001,Bisnis & Keuangan,0.7027027027027029,Tinggi,0.7660818713450293,0.8426966292134832,0.22448979591836715,0,1,14,0
Male,0,0.1,0,0.66,Lawyer,0.7021276595744681,0.72,0.28,0.21999999999999997,0.953125,0.9591836734693875,0.7749999999999999,Sosial & Hukum,0.6486486486486485,Sedang,0.5204678362573099,0.752808988764045,0.9591836734693875,0,1,9,3
Female,0,0.7000000000000001,0,0.0,Business Owner,0.553191489361702,0.3400000000000001,0.43999999999999995,0.0,0.609375,0.9183673469387754,0.050000000000000044,Bisnis & Keuangan,0.33216216216216243,Rendah,0.33333333333333326,0.2134831460674158,0.9183673469387754,1,0,3,0
Female,0,0.6000000000000001,1,0.38,Software Engineer,0.978723404255319,0.56,0.21999999999999997,0.28,0.609375,0.3265306122448979,0.40000000000000013,Teknologi,0.4054054054054055,Rendah,0.4678362573099415,0.4943820224719102,0.3265306122448979,1,0,13,5
Female,0,0.2,0,0.52,Accountant,0.8936170212765959,0.5800000000000001,0.9000000000000001,0.24,0.515625,0.6530612244897958,0.8500000000000001,Bisnis & Keuangan,0.6256756756756758,Sedang,0.5964912280701753,0.7078651685393258,0.6530612244897958,1,0,0,0
Female,0,0.1,0,0.06,Artist,0.25531914893617014,0.3400000000000001,0.8,0.98,0.890625,0.8367346938775508,0.9750000000000001,Seni & Kreatif,0.7337837837837842,Tinggi,0.7485380116959064,0.6292134831460674,0.8367346938775508,1,0,1,2
Male,0,0.2,0,0.2,Social Network Studies,0.6808510638297873,0.8,0.21999999999999997,0.8800000000000001,0.78125,0.5918367346938773,0.75,Sosial & Hukum,0.6602702702702701,Tinggi,0.6257309941520468,0.7865168539325844,0.5918367346938773,0,1,12,3
Female,0,0.5,0,0.48,Doctor,0.978723404255319,0.6400000000000001,0.6200000000000001,0.96,0.78125,0.7142857142857142,0.625,Sains & Kesehatan,0.78,Tinggi,0.8479532163742691,0.6404494382022472,0.7142857142857142,1,0,6,1
Female,0,0.5,0,0.02,Artist,0.7446808510638299,0.24,0.30000000000000004,0.96,0.875,0.2857142857142856,0.5500000000000003,Seni & Kreatif,0.528918918918919,Sedang,0.7251461988304091,0.3820224719101124,0.2857142857142856,1,0,1,2
Female,0,0.1,0,0.5,Software Engineer,1.0,0.74,0.76,1.0,0.828125,0.9795918367346936,0.27500000000000013,Teknologi,0.845675675675676,Tinggi,0.9239766081871346,0.5393258426966292,0.9795918367346936,1,0,13,5
Female,0,1.0,0,0.3,Social Network Studies,0.1914893617021276,0.26,0.8800000000000001,0.48,0.609375,0.7346938775510203,1.0,Sosial & Hukum,0.5405405405405406,Sedang,0.502923976608187,0.5955056179775282,0.7346938775510203,1,0,12,3
Male,1,1.0,0,0.06,Business Owner,0.6595744680851063,0.5,0.21999999999999997,0.74,0.78125,0.346938775510204,0.8250000000000002,Bisnis & Keuangan,0.5367567567567566,Sedang,0.5789473684210527,0.651685393258427,0.346938775510204,0,1,3,0
Female,0,0.30000000000000004,1,0.28,Teacher,0.14893617021276606,0.21999999999999997,0.41999999999999993,0.19999999999999996,0.515625,0.8367346938775508,0.6000000000000001,Sosial & Hukum,0.31675675675675685,Rendah,0.23976608187134496,0.3932584269662922,0.8367346938775508,1,0,15,3
Male,0,0.9,0,0.62,Stock Investor,0.9148936170212765,0.52,0.48,0.8400000000000001,0.9375,0.4897959183673468,0.9750000000000001,Bisnis & Keuangan,0.7451351351351352,Tinggi,0.8128654970760234,0.7303370786516854,0.4897959183673468,0,1,14,0
Female,0,0.2,1,0.18,Real Estate Developer,0.1063829787234043,0.6200000000000001,1.0,0.94,0.59375,0.8163265306122447,0.6750000000000003,Bisnis & Keuangan,0.6681081081081082,Tinggi,0.6432748538011694,0.651685393258427,0.8163265306122447,1,0,10,0
